Name,Link,Birth Date,Height (meter),Weight (Kg),Nationalities,Total points,Per Game Point,Total Rebounds,Per Game Rebounds,Total Assists,Per Game Assists
Arvydas Macijauskas,https://en.wikipedia.org/wiki/Arvydas_Macijauskas,1980-01-19,1.93,98.0,Lithuanian,,,,,,
Oliver Mack,https://en.wikipedia.org/wiki/Oliver_Mack,1957-06-06,1.91,84.0,American,,,,,,
Sam Mack,https://en.wikipedia.org/wiki/Sam_Mack,1970-05-26,2.01,100.0,American,,,,,,
Shelvin Mack,https://en.wikipedia.org/wiki/Shelvin_Mack,1990-04-22,1.91,92.0,American,,,,,,
Malcolm Mackey,https://en.wikipedia.org/wiki/Malcolm_Mackey,1970-07-11,2.06,112.0,American,,,,,,
Rudy Macklin,https://en.wikipedia.org/wiki/Rudy_Macklin,1958-02-19,2.01,93.0,American,,,,,,
Vernon Macklin,https://en.wikipedia.org/wiki/Vernon_Macklin,1986-09-25,2.08,103.0,American,,,,,,
Johnny Macknowski,https://en.wikipedia.org/wiki/Johnny_Macknowski,1923-01-07,1.83,82.0,American,,,,,,
Don MacLean,https://en.wikipedia.org/wiki/Don_MacLean_(basketball),1970-01-16,2.08,107.0,American,3490.0,10.9,1210.0,3.8,404.0,1.3
Bob MacLeod,https://en.wikipedia.org/wiki/Bob_MacLeod,,1.83,86.0,,,,,,,
Mark Macon,https://en.wikipedia.org/wiki/Mark_Macon,1969-04-14,1.93,84.0,American,,,,,,
Kyle Macy,https://en.wikipedia.org/wiki/Kyle_Macy,1957-04-09,1.91,79.0,American,5259.0,9.5,1214.0,2.2,2198.0,4.0
Jack Maddox,https://en.wikipedia.org/wiki/Jack_Maddox,1919-12-10,1.91,84.0,American,,,,,,
Tito Maddox,https://en.wikipedia.org/wiki/Tito_Maddox,,,,,,,,,,
Gerald Madkins,https://en.wikipedia.org/wiki/Gerald_Madkins,1969-04-18,1.93,91.0,American,,,,,,
Mark Madsen,https://en.wikipedia.org/wiki/Mark_Madsen,1976-01-28,2.06,111.0,American,,,,,,
Norm Mager,https://en.wikipedia.org/wiki/Norm_Mager,1926-03-23,1.96,84.0,American,,,,,,
Corey Maggette,https://en.wikipedia.org/wiki/Corey_Maggette,1979-11-12,1.98,102.0,American,,,,,,
Dave Magley,https://en.wikipedia.org/wiki/Dave_Magley,1959-11-24,2.03,92.0,American,,,,,,
Jamaal Magloire,https://en.wikipedia.org/wiki/Jamaal_Magloire,1978-05-21,2.11,120.0,Canadian,,,,,,
Randolph Mahaffey,https://en.wikipedia.org/wiki/Randolph_Mahaffey,1945-09-28,2.01,95.0,American,,,,,,
Ian Mahinmi,https://en.wikipedia.org/wiki/Ian_Mahinmi,1986-11-05,2.11,119.0,French,,,,,,
John Mahnken,https://en.wikipedia.org/wiki/John_Mahnken,,,,,,,,,,
Brian Mahoney,https://en.wikipedia.org/wiki/Brian_Mahoney_(basketball),1948-12-17,1.91,79.0,American,,,,,,
Francis Mahoney,https://en.wikipedia.org/wiki/Francis_Mahoney,,,,,,,,,,
Rick Mahorn,https://en.wikipedia.org/wiki/Rick_Mahorn,1958-09-21,2.08,109.0,American,7763.0,6.9,6957.0,6.2,,
Dan Majerle,https://en.wikipedia.org/wiki/Dan_Majerle,1965-09-09,1.98,101.0,American,10925.0,11.4,4265.0,4.5,2755.0,2.9
Renaldo Major,https://en.wikipedia.org/wiki/Renaldo_Major,1982-05-07,2.01,86.0,American,,,,,,
Thon Maker,https://en.wikipedia.org/wiki/Thon_Maker,1997-02-25,2.16,101.0,"Australian,Sudanese",,,,,,
Red Malackany,https://en.wikipedia.org/wiki/Red_Malackany,1913-05-03,1.75,75.0,American,,,,,,
Lionel Malamed,https://en.wikipedia.org/wiki/Lionel_Malamed,,,,,,,,,,
Jeff Malone,https://en.wikipedia.org/wiki/Jeff_Malone,1961-06-28,1.93,93.0,American,,,,,,
Karl Malone,https://en.wikipedia.org/wiki/Karl_Malone,1963-07-24,2.06,113.0,American,36928.0,25.0,14968.0,10.1,5238.0,3.5
Moses Malone,https://en.wikipedia.org/wiki/Moses_Malone,1955-03-23,2.08,118.0,American,29580.0,20.6,17834.0,12.2,1936.0,1.4
Matt Maloney,https://en.wikipedia.org/wiki/Matt_Maloney,1971-12-06,1.91,87.0,American,,,,,,
Steve Malovic,https://en.wikipedia.org/wiki/Steve_Malovic,1956-07-21,2.08,104.0,"American,Israeli",,,,,,
Mike Maloy,https://en.wikipedia.org/wiki/Mike_Maloy,1949-05-10,2.01,98.0,American,,,,,,
Ted Manakas,https://en.wikipedia.org/wiki/Ted_Manakas,1951-02-22,1.88,82.0,American,,,,,,
John Mandic,https://en.wikipedia.org/wiki/John_Mandic,1919-10-03,1.93,93.0,American,335.0,4.1,,,88.0,1.1
Frank Mangiapane,https://en.wikipedia.org/wiki/Frank_Mangiapane,1925-08-05,1.78,88.0,American,,,,,,
Danny Manning,https://en.wikipedia.org/wiki/Danny_Manning,1966-05-17,2.08,104.0,American,12367.0,14.0,,,2063.0,2.3
Ed Manning,https://en.wikipedia.org/wiki/Ed_Manning,1944-01-02,2.01,95.0,American,3541.0,5.9,2717.0,4.5,494.0,0.8
Guy Manning,https://en.wikipedia.org/wiki/Guy_Manning_(basketball),1944-02-05,1.98,88.0,American,,,,,,
Rich Manning,https://en.wikipedia.org/wiki/Rich_Manning,1970-06-23,2.11,115.0,American,,,,,,
Pace Mannion,https://en.wikipedia.org/wiki/Pace_Mannion,1960-09-20,2.01,86.0,American,660.0,3.1,259.0,1.2,231.0,1.1
Nick Mantis,https://en.wikipedia.org/wiki/Nick_Mantis,1935-12-07,1.91,86.0,American,,,,,,
Pete Maravich,https://en.wikipedia.org/wiki/Pete_Maravich,1947-06-22,1.96,89.0,American,15948.0,24.2,2747.0,4.2,3563.0,5.4
Press Maravich,https://en.wikipedia.org/wiki/Press_Maravich,"August 29, 1915",,,,,,,,,
Roy Marble,https://en.wikipedia.org/wiki/Roy_Marble,1966-12-13,1.98,86.0,American,,,,,,
Roy Devyn Marble,https://en.wikipedia.org/wiki/Roy_Devyn_Marble,1992-09-21,1.98,91.0,American,,,,,,
Stephon Marbury,https://en.wikipedia.org/wiki/Stephon_Marbury,1977-02-20,1.88,93.0,American,,,,,,
Saul Mariaschin,https://en.wikipedia.org/wiki/Saul_Mariaschin,1924-09-01,1.8,75.0,American,,,,,,
Jack Marin,https://en.wikipedia.org/wiki/Jack_Marin,1944-10-12,2.01,91.0,American,12451.0,14.8,4405.0,5.8,1813.0,2.1
Shawn Marion,https://en.wikipedia.org/wiki/Shawn_Marion,1978-05-07,2.01,103.0,American,17700.0,15.2,10101.0,8.7,2198.0,1.9
Damir Markota,https://en.wikipedia.org/wiki/Damir_Markota,1985-12-26,2.08,102.0,Croatian,,,,,,
Sean Marks,https://en.wikipedia.org/wiki/Sean_Marks,1975-08-23,2.08,113.0,New Zealand,638.0,2.8,501.0,2.2,,
Harvey Marlatt,https://en.wikipedia.org/wiki/Harvey_Marlatt,1948-08-26,1.91,84.0,American,,,,,,
Jim Marsh,https://en.wikipedia.org/wiki/Jim_Marsh_(basketball),1946-04-26,2.01,98.0,American,119.0,3.1,84.0,2.2,30.0,0.8
Ricky Marsh,https://en.wikipedia.org/wiki/Ricky_Marsh,1954-03-10,1.91,91.0,American,,,,,,
Donny Marshall,https://en.wikipedia.org/wiki/Donny_Marshall,1972-07-17,2.01,104.0,American,293.0,2.5,121.0,1.0,,
Donyell Marshall,https://en.wikipedia.org/wiki/Donyell_Marshall,1973-05-18,2.06,111.0,American,10716.0,11.2,6376.0,6.7,1305.0,1.4
Kendall Marshall,https://en.wikipedia.org/wiki/Kendall_Marshall,1991-08-19,1.93,88.0,American,,,,,,
Rawle Marshall,https://en.wikipedia.org/wiki/Rawle_Marshall,1982-02-20,2.01,86.0,"Guyanese,American",,,,,,
Tom Marshall,https://en.wikipedia.org/wiki/Tom_Marshall_(basketball),1931-01-06,1.93,98.0,,952.0,5.7,492.0,2.9,188.0,1.1
Vester Marshall,https://en.wikipedia.org/wiki/Vester_Marshall,,,,,,,,,,
Bill Martin,https://en.wikipedia.org/wiki/Bill_Martin_(basketball),1962-08-16,2.01,93.0,American,,,,,,
Bob Martin,https://en.wikipedia.org/wiki/Bob_Martin_(basketball),,,,,,,,,,
Brian Martin,https://en.wikipedia.org/wiki/Brian_Martin_(basketball),1962-08-18,2.06,96.0,American,,,,,,
Cartier Martin,https://en.wikipedia.org/wiki/Cartier_Martin,1984-11-20,2.01,100.0,American,,,,,,
Cuonzo Martin,https://en.wikipedia.org/wiki/Cuonzo_Martin,1971-09-23,1.98,98.0,,,,,,,
Darrick Martin,https://en.wikipedia.org/wiki/Darrick_Martin,1971-03-06,1.8,77.0,American,,,,,,
Dino Martin,https://en.wikipedia.org/wiki/Dino_Martin,1920-05-25,,,,,,,,,
Don Martin,https://en.wikipedia.org/wiki/Don_Martin_(basketball),1920-02-07,2.01,95.0,American,,,,,,
Fernando Martin,https://en.wikipedia.org/wiki/Fernando_Mart%C3%ADn_Espina,1962-03-25,2.06,100.0,Spanish,,,,,,
Jeff Martin,https://en.wikipedia.org/wiki/Jeff_Martin_(basketball),1967-01-14,1.96,88.0,American,,,,,,
Jarell Martin,https://en.wikipedia.org/wiki/Jarell_Martin,1994-05-24,2.08,108.0,American,,,,,,
Kenyon Martin,https://en.wikipedia.org/wiki/Kenyon_Martin,1977-12-30,2.06,102.0,American,9325.0,12.3,5159.0,6.8,1439.0,1.9
Kevin Martin,https://en.wikipedia.org/wiki/Kevin_Martin_(basketball),1983-02-01,2.01,90.0,American,12396.0,17.4,2278.0,3.2,1352.0,1.9
LaRue Martin,https://en.wikipedia.org/wiki/LaRue_Martin,1950-03-30,2.11,94.0,American,1430.0,5.3,1258.0,4.3,203.0,0.7
Maurice Martin,https://en.wikipedia.org/wiki/Maurice_Martin,1964-07-02,1.98,91.0,American,,,,,,
Phil Martin,https://en.wikipedia.org/wiki/Phil_Martin_(basketball),1928-04-02,1.91,86.0,American,,,,,,
Slater Martin,https://en.wikipedia.org/wiki/Slater_Martin,1925-10-22,1.78,77.0,American,,,,,,
Whitey Martin,https://en.wikipedia.org/wiki/Whitey_Martin,1939-04-11,1.88,84.0,American,,,,,,
Jamal Mashburn,https://en.wikipedia.org/wiki/Jamal_Mashburn,1972-11-29,2.03,109.0,American,11644.0,19.1,3271.0,5.4,2414.0,4.0
Al Masino,https://en.wikipedia.org/wiki/Al_Masino,1928-02-05,1.78,79.0,American,,,,,,
Anthony Mason,https://en.wikipedia.org/wiki/Anthony_Mason_(basketball),1966-12-14,2.01,113.0,American,,,,,,
Desmond Mason,https://en.wikipedia.org/wiki/Desmond_Mason,1977-10-11,1.96,101.0,American,,,,,,
Joel Mason,https://en.wikipedia.org/wiki/Joel_Mason,,,,,,,,,,
Roger Mason,"https://en.wikipedia.org/wiki/Roger_Mason,_Jr.",1980-09-10,1.96,93.0,American,,,,,,
Tony Massenburg,https://en.wikipedia.org/wiki/Tony_Massenburg,1967-07-31,2.06,113.0,American,,,,,,
Eddie Mast,https://en.wikipedia.org/wiki/Eddie_Mast,1948-10-03,2.06,100.0,American,,,,,,
John Mathis,https://en.wikipedia.org/wiki/John_Mathis,,,,American,,,,,,
Wes Matthews,https://en.wikipedia.org/wiki/Wes_Matthews,1959-08-24,1.85,77.0,American,3654.0,7.9,626.0,1.3,1955.0,4.2
Wesley Matthews,https://en.wikipedia.org/wiki/Wesley_Matthews,1986-10-14,1.96,100.0,American,,,,,,
Ariel Maughan,https://en.wikipedia.org/wiki/Ariel_Maughan,1923-04-26,1.93,85.0,American,,,,,,
Marlon Maxey,https://en.wikipedia.org/wiki/Marlon_Maxey,1969-02-19,2.03,113.0,American,,,,,,
Jason Maxiell,https://en.wikipedia.org/wiki/Jason_Maxiell,1983-02-18,2.01,118.0,American,,,,,,
Cedric Maxwell,https://en.wikipedia.org/wiki/Cedric_Maxwell,1955-11-21,2.03,93.0,American,10465.0,12.5,5261.0,6.3,1862.0,2.2
Vernon Maxwell,https://en.wikipedia.org/wiki/Vernon_Maxwell,1965-09-12,1.93,82.0,American,10912.0,12.8,2200.0,2.6,2912.0,3.4
Don May,https://en.wikipedia.org/wiki/Don_May_(basketball),1946-01-03,1.93,91.0,American,3339.0,8.8,1309.0,3.5,389.0,1.0
Scott May,https://en.wikipedia.org/wiki/Scott_May,1954-03-19,2.01,98.0,American,3690.0,10.4,1450.0,4.1,610.0,1.7
Sean May,https://en.wikipedia.org/wiki/Sean_May,1984-04-04,2.06,121.0,American,,,,,,
Lee Mayberry,https://en.wikipedia.org/wiki/Lee_Mayberry,1970-06-12,1.85,78.0,American,2546.0,5.1,642.0,1.3,1767.0,3.6
Clyde Mayes,https://en.wikipedia.org/wiki/Clyde_Mayes,1953-03-17,2.03,102.0,American,,,,,,
Tharon Mayes,https://en.wikipedia.org/wiki/Tharon_Mayes,1968-09-09,1.91,79.0,American,,,,,,
Bill Mayfield,https://en.wikipedia.org/wiki/Bill_Mayfield,1957-10-17,2.01,93.0,American,,,,,,
Ken Mayfield,https://en.wikipedia.org/wiki/Ken_Mayfield,1948-05-11,1.88,84.0,American,,,,,,
Eric Maynor,https://en.wikipedia.org/wiki/Eric_Maynor,1987-06-11,1.91,79.0,American,,,,,,
Travis Mays,https://en.wikipedia.org/wiki/Travis_Mays,1968-06-19,1.88,86.0,American,1273.0,11.1,233.0,2.0,326.0,2.8
Matt Mazza,https://en.wikipedia.org/wiki/Matt_Mazza,1923-09-23,1.91,95.0,,,,,,,
Luc Mbah a Moute,https://en.wikipedia.org/wiki/Luc_Mbah_a_Moute,1986-09-09,2.03,104.0,Cameroonian,,,,,,
Bob McAdoo,https://en.wikipedia.org/wiki/Bob_McAdoo,1951-09-25,2.06,95.0,American,18787.0,22.1,8048.0,9.4,,
James Michael McAdoo,https://en.wikipedia.org/wiki/James_Michael_McAdoo,1993-01-04,2.06,109.0,American,,,,,,
Ken McBride,https://en.wikipedia.org/wiki/Ken_McBride_(basketball),1929-03-23,1.91,86.0,American,117.0,3.2,31.0,2.6,14.0,1.2
Bill McCahan,https://en.wikipedia.org/wiki/Bill_McCahan,,,,,,,,,,
Bob McCann,https://en.wikipedia.org/wiki/Bob_McCann,1964-04-22,1.98,111.0,American,739.0,4.2,468.0,2.6,104.0,0.6
Brendan McCann,https://en.wikipedia.org/wiki/Brendan_McCann,1935-07-05,1.88,81.0,American,,,,,,
Mel McCants,https://en.wikipedia.org/wiki/Mel_McCants,1967-08-19,2.03,109.0,American,,,,,,
Rashad McCants,https://en.wikipedia.org/wiki/Rashad_McCants,1984-09-25,1.93,94.0,American,,,,,,
Mike McCarron,https://en.wikipedia.org/wiki/Mike_McCarron_(basketball),1922-03-02,1.8,82.0,American,,,,,,
Andre McCarter,https://en.wikipedia.org/wiki/Andre_McCarter,1953-07-25,1.91,86.0,American,,,,,,
Willie McCarter,https://en.wikipedia.org/wiki/Willie_McCarter,1946-07-26,1.91,79.0,American,1090.0,7.0,248.0,1.6,304.0,2.0
Johnny McCarthy,https://en.wikipedia.org/wiki/Johnny_McCarthy,1934-04-25,1.85,84.0,American,2450.0,7.8,1145.0,3.6,1184.0,3.7
Howie McCarty,https://en.wikipedia.org/wiki/Howie_McCarty,,1.88,86.0,American,,,,,,
Kelly McCarty,https://en.wikipedia.org/wiki/Kelly_McCarty,1975-08-24,2.01,107.0,"American,Russian",,,,,,
Walter McCarty,https://en.wikipedia.org/wiki/Walter_McCarty,1974-02-01,2.08,104.0,American,3056.0,5.2,1554.0,2.6,670.0,1.1
Amal McCaskill,https://en.wikipedia.org/wiki/Amal_McCaskill,1973-10-28,2.11,111.0,American,,,,,,
Patrick McCaw,https://en.wikipedia.org/wiki/Patrick_McCaw,1995-10-25,2.01,84.0,American,,,,,,
Dwayne McClain,https://en.wikipedia.org/wiki/Dwayne_McClain,1963-02-07,1.98,84.0,American,,,,,,
Ted McClain,https://en.wikipedia.org/wiki/Ted_McClain,1946-08-30,1.85,82.0,American,4669.0,8.4,1627.0,2.9,1909.0,3.4
Sheldon McClellan,https://en.wikipedia.org/wiki/Sheldon_McClellan,1992-12-21,1.98,91.0,American,,,,,,
Dan McClintock,https://en.wikipedia.org/wiki/Dan_McClintock,1977-04-19,2.13,120.0,American,,,,,,
Jack McCloskey,https://en.wikipedia.org/wiki/Jack_McCloskey,,,,,,,,,,
George McCloud,https://en.wikipedia.org/wiki/George_McCloud,1967-05-27,1.98,93.0,American,6925.0,9.0,2342.0,3.1,1769.0,2.3
John McConathy,https://en.wikipedia.org/wiki/John_McConathy,1930-04-09,1.96,88.0,American,14.0,1.3,20.0,1.8,8.0,0.7
Bucky McConnell,https://en.wikipedia.org/wiki/Bucky_McConnell,1928-07-01,1.78,77.0,American,,,,,,
Keith McCord,https://en.wikipedia.org/wiki/Keith_McCord,1957-06-22,2.01,95.0,American,,,,,,
Tim McCormick,https://en.wikipedia.org/wiki/Tim_McCormick,1962-03-10,2.11,109.0,American,4030.0,8.3,2366.0,4.9,491.0,1.0
Jelani McCoy,https://en.wikipedia.org/wiki/Jelani_McCoy,1977-12-06,2.08,111.0,American,,,,,,
Paul McCracken,https://en.wikipedia.org/wiki/Paul_McCracken_(basketball),1950-09-11,1.93,82.0,American,,,,,,
Chris McCray,https://en.wikipedia.org/wiki/Chris_McCray,,,,,,,,,,
Rodney McCray,https://en.wikipedia.org/wiki/Rodney_McCray_(basketball),1961-08-29,2.01,100.0,American,9014.0,11.7,5087.0,6.6,2750.0,3.6
Scooter McCray,https://en.wikipedia.org/wiki/Scooter_McCray,1960-02-08,2.06,98.0,American,,,,,,
Chris McCullough,https://en.wikipedia.org/wiki/Chris_McCullough,1995-02-05,2.06,98.0,American,,,,,,
John McCullough,https://en.wikipedia.org/wiki/John_McCullough_(basketball),1956-10-05,1.93,86.0,American,,,,,,
Clint McDaniel,https://en.wikipedia.org/wiki/Clint_McDaniel,1972-02-26,1.93,82.0,American,,,,,,
Xavier McDaniel,https://en.wikipedia.org/wiki/Xavier_McDaniel,1963-06-04,2.01,99.0,American,13606.0,15.6,5313.0,6.1,1775.0,2.0
Jim McDaniels,https://en.wikipedia.org/wiki/Jim_McDaniels,1948-04-02,2.11,103.0,American,2698.0,10.0,1748.0,6.5,288.0,1.1
Bobby McDermott,https://en.wikipedia.org/wiki/Bobby_McDermott,1914-01-07,1.8,82.0,,,,,,,
Doug McDermott,https://en.wikipedia.org/wiki/Doug_McDermott,1992-01-03,2.03,99.0,American,,,,,,
Ben McDonald,https://en.wikipedia.org/wiki/Ben_McDonald_(basketball),1962-07-20,2.03,95.0,American,,,,,,
Glenn McDonald,https://en.wikipedia.org/wiki/Glenn_McDonald,1952-03-21,1.98,86.0,American,,,,,,
Michael McDonald,https://en.wikipedia.org/wiki/Michael_McDonald_(basketball),1969-02-13,2.08,105.0,American,,,,,,
Roderick McDonald,https://en.wikipedia.org/wiki/Roderick_McDonald_(basketball),1945-04-09,1.98,91.0,American,282.0,3.2,197.0,2.3,,
Hank McDowell,https://en.wikipedia.org/wiki/Hank_McDowell,1959-11-13,2.06,98.0,American,,,,,,
Antonio McDyess,https://en.wikipedia.org/wiki/Antonio_McDyess,1974-09-07,2.06,111.0,American,,,,,,
Robert McElliott,https://en.wikipedia.org/wiki/Robert_McElliott,1915-07-10,,,American,,,,,,
Jim McElroy,https://en.wikipedia.org/wiki/Jim_McElroy,1953-10-04,1.91,86.0,American,4120.0,9.9,820.0,2.0,,
Pat McFarland,https://en.wikipedia.org/wiki/Pat_McFarland,1951-12-07,1.83,82.0,American,,,,,,
Ivan McFarlin,https://en.wikipedia.org/wiki/Ivan_McFarlin,1982-04-26,2.03,105.0,American,,,,,,
Mel McGaha,https://en.wikipedia.org/wiki/Mel_McGaha,1926-12-26,1.85,86.0,American,176.0,3.5,,,51.0,1.0
Mitch McGary,https://en.wikipedia.org/wiki/Mitch_McGary,1992-06-06,2.08,116.0,American,,,,,,
JaVale McGee,https://en.wikipedia.org/wiki/JaVale_McGee,1988-01-19,2.13,122.0,American,,,,,,
Mike McGee,https://en.wikipedia.org/wiki/Mike_McGee_(basketball),1959-07-29,1.96,86.0,American,4968.0,9.6,1112.0,2.1,629.0,1.2
Bill McGill,https://en.wikipedia.org/wiki/Bill_McGill,1939-09-16,2.06,102.0,American,3094.0,10.5,1286.0,4.4,330.0,1.1
George McGinnis,https://en.wikipedia.org/wiki/George_McGinnis,1950-08-12,2.03,107.0,American,17009.0,20.2,9233.0,11.0,3089.0,3.7
Jon McGlocklin,https://en.wikipedia.org/wiki/Jon_McGlocklin,1943-06-10,1.96,93.0,American,9169.0,11.6,1928.0,2.4,2280.0,2.9
Vince McGowan,https://en.wikipedia.org/wiki/Vince_McGowan,1913-08-13,1.98,94.0,American,,,,,,
Tracy McGrady,https://en.wikipedia.org/wiki/Tracy_McGrady,1979-05-24,2.03,102.0,American,18381.0,19.6,5276.0,5.6,4161.0,4.4
Gil McGregor,https://en.wikipedia.org/wiki/Gil_McGregor,1949-06-14,2.03,109.0,American,,,,,,
Elton McGriff,https://en.wikipedia.org/wiki/Elton_McGriff,1942-08-21,2.06,102.0,American,,,,,,
Rodney McGruder,https://en.wikipedia.org/wiki/Rodney_McGruder,1991-07-29,1.93,93.0,American,,,,,,
Al McGuire,https://en.wikipedia.org/wiki/Al_McGuire,1928-09-07,,,,,,,,,
Allie McGuire,https://en.wikipedia.org/wiki/Allie_McGuire,1951-07-10,1.91,79.0,American,,,,,,
Dick McGuire,https://en.wikipedia.org/wiki/Dick_McGuire,1926-01-25,1.83,82.0,American,5921.0,8.0,2784.0,4.2,4205.0,5.7
Dominic McGuire,https://en.wikipedia.org/wiki/Dominic_McGuire,1985-10-20,2.06,107.0,American,,,,,,
Kevin McHale,https://en.wikipedia.org/wiki/Kevin_McHale_(basketball),1957-12-19,2.08,95.0,American,17335.0,17.9,7122.0,7.3,,
Maurice McHartley,https://en.wikipedia.org/wiki/Maurice_McHartley,1942-08-01,1.91,84.0,American,,,,,,
Jim McIlvaine,https://en.wikipedia.org/wiki/Jim_McIlvaine,1972-07-30,2.16,109.0,American,1072.0,2.7,1243.0,3.1,,
Jeff McInnis,https://en.wikipedia.org/wiki/Jeff_McInnis,1974-10-22,1.93,81.0,American,5396.0,9.4,1170.0,2.0,2514.0,4.4
Kennedy McIntosh,https://en.wikipedia.org/wiki/Kennedy_McIntosh,1949-01-21,2.01,102.0,American,,,,,,
Bob McIntyre,https://en.wikipedia.org/wiki/Bob_McIntyre_(basketball),1944-01-23,1.98,98.0,American,,,,,,
Jerry McKee,https://en.wikipedia.org/wiki/Jerry_McKee,1946-08-04,1.91,86.0,American,,,,,,
Kevin McKenna,https://en.wikipedia.org/wiki/Kevin_McKenna_(basketball),1959-01-08,1.96,88.0,American,,,,,,
Forrest McKenzie,https://en.wikipedia.org/wiki/Forrest_McKenzie,1963-02-16,2.01,91.0,American,,,,,,
Stan McKenzie,https://en.wikipedia.org/wiki/Stan_McKenzie,1944-10-06,1.96,88.0,American,3579.0,9.0,1117.0,2.8,611.0,1.5
Derrick McKey,https://en.wikipedia.org/wiki/Derrick_McKey,1966-10-10,2.08,109.0,American,10266.0,11.0,4387.0,4.7,2254.0,2.4
Aaron McKie,https://en.wikipedia.org/wiki/Aaron_McKie,1972-10-02,1.96,95.0,American,5871.0,7.4,2587.0,3.3,2126.0,2.7
Billy McKinney,https://en.wikipedia.org/wiki/Billy_McKinney_(basketball),1955-06-05,1.83,73.0,American,3823.0,8.0,677.0,1.4,1661.0,3.5
Bones McKinney,https://en.wikipedia.org/wiki/Bones_McKinney,1919-01-01,1.98,84.0,American,,,,,,
Carlton McKinney,https://en.wikipedia.org/wiki/Carlton_McKinney,1964-10-21,1.93,86.0,American,,,,,,
Ben McLemore,https://en.wikipedia.org/wiki/Ben_McLemore,1993-02-11,1.96,88.0,American,,,,,,
McCoy McLemore,https://en.wikipedia.org/wiki/McCoy_McLemore,1942-04-03,2.01,104.0,American,5130.0,8.8,3161.0,5.5,733.0,1.3
George McLeod,https://en.wikipedia.org/wiki/George_McLeod_(basketball),1931-01-03,1.96,91.0,American,,,,,,
Keith McLeod,https://en.wikipedia.org/wiki/Keith_McLeod,1979-11-05,1.88,86.0,American,,,,,,
Roshown McLeod,https://en.wikipedia.org/wiki/Roshown_McLeod,1975-11-17,2.03,100.0,American,817.0,7.2,308.0,2.7,124.0,1.1
Curt McMahon,https://en.wikipedia.org/wiki/Curt_McMahon,1915-01-26,1.83,68.0,American,,,,,,
Jack McMahon,https://en.wikipedia.org/wiki/Jack_McMahon,1928-12-03,1.85,84.0,American,4237.0,8.1,1390.0,2.1,1939.0,3.7
Nate McMillan,https://en.wikipedia.org/wiki/Nate_McMillan,1964-08-03,1.96,88.0,American,4733.0,5.9,,,4893.0,6.1
Tom McMillen,https://en.wikipedia.org/wiki/Charles_Thomas_McMillen,1952-05-26,,,,,,,,,
Jim McMillian,https://en.wikipedia.org/wiki/Jim_McMillian,"March 11, 1948",1.96,98.0,American,8736.0,13.8,3319.0,5.3,1557.0,2.5
Shellie McMillon,https://en.wikipedia.org/wiki/Shellie_McMillon,"March 11, 1936",1.96,93.0,American,2397.0,9.1,1571.0,6.0,232.0,0.9
Mal McMullen,https://en.wikipedia.org/wiki/Mal_McMullen,1927-08-23,1.96,95.0,American,,,,,,
Chet McNabb,https://en.wikipedia.org/wiki/Chet_McNabb,1920-09-19,1.88,91.0,American,,,,,,
Mark McNamara,https://en.wikipedia.org/wiki/Mark_McNamara,1959-06-08,2.11,107.0,American,,,,,,
Joe McNamee,https://en.wikipedia.org/wiki/Joe_McNamee,1926-09-24,1.98,95.0,American,289.0,2.4,,,58.0,0.5
Jerel McNeal,https://en.wikipedia.org/wiki/Jerel_McNeal,1987-06-01,1.91,91.0,American,,,,,,
Chris McNealy,https://en.wikipedia.org/wiki/Chris_McNealy,1961-07-15,2.01,95.0,American,,,,,,
Bob McNeill,https://en.wikipedia.org/wiki/Bob_McNeill,1938-10-22,1.85,77.0,American,575.0,4.6,179.0,1.4,327.0,2.6
Larry McNeill,https://en.wikipedia.org/wiki/Larry_McNeill,1951-01-31,2.06,88.0,American,2533.0,8.5,1440.0,4.8,225.0,0.8
Carl McNulty,https://en.wikipedia.org/wiki/Carl_McNulty,1930-02-14,1.91,84.0,American,,,,,,
Paul McPherson,https://en.wikipedia.org/wiki/Paul_McPherson,1978-07-03,1.93,95.0,American,262.0,4.8,79.0,1.4,38.0,0.7
Roy McPipe,https://en.wikipedia.org/wiki/Roy_McPipe,,,,,,,,,,
Cozell McQueen,https://en.wikipedia.org/wiki/Cozell_McQueen,1962-01-18,2.11,107.0,American,,,,,,
Jordan McRae,https://en.wikipedia.org/wiki/Jordan_McRae,1991-03-28,1.96,81.0,American,,,,,,
Thales McReynolds,https://en.wikipedia.org/wiki/Thales_McReynolds,1943-06-08,1.91,84.0,American,,,,,,
Josh McRoberts,https://en.wikipedia.org/wiki/Josh_McRoberts,1987-02-28,2.08,109.0,American,,,,,,
Eric McWilliams,https://en.wikipedia.org/wiki/Eric_McWilliams,1950-04-18,2.03,91.0,American,,,,,,
George Mearns,https://en.wikipedia.org/wiki/George_Mearns,1922-04-18,1.91,79.0,American,,,,,,
Slava Medvedenko,https://en.wikipedia.org/wiki/Slava_Medvedenko,1979-04-04,2.08,115.0,Ukrainian,,,,,,
Darnell Mee,https://en.wikipedia.org/wiki/Darnell_Mee,1971-02-11,1.96,79.0,"American,Australian",,,,,,
